"description","category"
"EMERGENCY SHELTER AND REHABILITATION ASSISTANCE FOR VICTIMS OF TYPHOON DAMREY IN TWO PROVINCES OF PHU YEN AND DAC LAC. Emergency Shelter and Rehabilitation Assistance for Victims of Typhoon Damrey in two Provinces of Phu Yen and Dac Lac","not_global_func"
"EMERGENCY SUPPORT TO INCREASE VEGETABLE, SOYBEAN, AND SMALL LIVESTOCK PRODUCTION TO IMPROVE NUTRITION SECURITY. Emergency support to increase vegetable, soybean, and small livestock production to improve nutrition security","not_global_func"
"HUMANITARIAN ASSISTANCE - EMERGENCY WASH ASSISTANCE. Emergency WASH assistance for drought affected communities and fodder for livestock in the Borana zone","not_global_func"
"EMERGENCY WATER, SANITATION, HYGIENE, PROTECTION, AND HEALTH ACTIVITIES IN RESPONSE TO THE EBOLA OUTBREAK IN LIBERIA. Emergency Water, Sanitation, Hygiene, Protection, and Health activities in response to the Ebola outbreak in Liberia","not_global_func"
"WILDLIFE-RELATED ZOONOTIC DISEASES AMONG PASTORALISTS IN UGANDA. Emerging and re-emerging infectious diseases are of increasing concern worldwide. Most of these diseases are of animal origin (zoonotic). While risk of zoonotic disease is related to wildlife-livestock-human interaction, it is amplified by poverty, environmental degradation and social vulnerability. The East African context presents a high-risk situation. Livestock and wild animals come into close contact while using limited water resources and pastures near national parks and tourist resorts. Disease transmission from wildlife to livestock and people affects community development, public health, food security, wildlife protection and business (tourism, value chains). Using an Ecohealth approach, researchers will conduct a serological survey to determine the distribution of major zoonotic diseases among pastoral communities, livestock and wildlife in proximity to a national park. They will carry out ecological, social and economic studies to assess the impact of such diseases on public health and income generation (value chains, tourism). And, they will develop multi-stakeholder strategies to reduce vulnerability and risk with respect to zoonotic diseases among pastoralist communities in the Ugandan cattle corridor. The project is expected to generate results that can be used to guide public health and development policies across various sectors.","not_global_func"
"COOPERATION WITH FOREIGN RESEARCH INSTITUTIONS (NOT INCLUDED IN OTHER AREAS). Endophytic fungi from higher plants and algae as a source of bioactivity focussing on their antiviral effect - Capacity building in the field of education and research","Knowledge_Gen_Sharing"
"ALCOHOL, DRUGS AND DEVELOPMENT - NATIONAL ALCOHOL POLICY PROGRAMME, NEP. Endorsement and implementation of the National Alchol Regulation and Control Policy and the subsequent NARC Act. Create awareness of relations to child rights, gender rights, and HIV/AIDS.","Response_Unhealthy_Products"
"ALCOHOL, DRUGS AND DEVELOPMENT - NATIONAL ALCOHOL POLICY PROGRAMME, MWI. Endorsement and implementation of the National Alcohol Policy, and mobilisation of a wider CS in favour of the NAP and stricter alcohol regulations. Create awareness of relations to child rights, gender rights, and HIV/AIDS.","Response_Unhealthy_Products"
"ALCOHOL, DRUGS AND DEVELOPMENT - NATIONAL ALCOHOL POLICY PROGRAMME, ZAM. Endorsement and implementation of the National Alcohol Policy, and mobilisation of a wider CS in favour of the NAP and stricter alcohol regulations. Create awareness of relations to child rights, gender rights, and HIV/AIDS.","Response_Unhealthy_Products"
"ENHANCE LABORATORY CAPACITY FOR ZIKV IN THE CARIBBEAN REGION. Enhance Laboratory Capacity for ZIKV in the Caribbean region","Epidemic_Pandemic_Prep"
"GOING TO HEALTH. Enhancement of health education for the vulnerable population, especially women and children exposed, cause infected waters, to the spread of malaria and TB, to sexually transmitted diseases and to the pathologies of motherhood. The project includes a medical laboratory with basic sanitary equipment, a kitchen equipped for simulation, computer equipment, training activities on the context of extreme poverty and gender violence on women","Control_Cross_Border_Disease"
"ENHANCEMENT OF MEDICAL BIOLOGY FACULTY DELL UDERS. Enhancement of training offer of medical biology faculty dell UDERS and expansion of facilities and equipment of educational and clinical laboratory","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Enhancing emergency response, risk mitigation and resilience of vulnerable groups in Central and West Darfur - Sudan","not_global_func"
"SOLOMON ISLANDS HEALTH SECTOR SUPPORT PROGRAM  PHASE 3. Enhancing human development through improving health service delivery is a strategic priority of Australia's Solomon Islands Aid Investment Plan 2015-16 to 2018-19. Funding under this proposal supports the Health Sector Support Program - Phase 3 which continues Australia's long-term commitment to strengthen health systems and improve outcomes through a Sector Wide Approach (SWAp) which commenced in 2008. The SWAp and partnership support the Solomon Islands Government to provide quality health services for all people in the Solomon Islands through its own National Health Strategic Plan (2016-2020). The SWAp emphasises the importance of partnership, mutual respect, mutual responsibility and the underlying principles of aid effectiveness. The total value of this initiative is $66.0 million over 4 years, starting 2016-17.","not_global_func"
"DISASTER PREPAREDNESS. Enhancing preparedness for emergency response through stronger national systems in Nepal with particular focus on Far-western and Mid-western Regions.","not_global_func"
"DISASTER PREPAREDNESS. Enhancing the Operational Interoperability of International and Regional Systems for Emergency Response","not_global_func"
"ENHANCING THE TRANSFORMATIVE CAPACITY OF RELIGIOUS LEADERS. Enhancing the Transformative Capacity of Religious Leaders","not_global_func"
"MONITORING AND EVALUATION: ASSISTING VULNERABLE WOMEN AND CHILDREN IN BORDER AREAS/SUIVI ET +VALUATIONA: AIDER LES FEMMES ET ENFANTS VULN+RABLES DANS. Ensure monitoring and evaluation of the project.This project aims to prevent human trafficking and protect vulnerable Haitian migrants especially children and women. Haiti is a major source of migrants and every year, thousands of Haitians seek better socio-economic opportunities in the Dominican Republic. The two countries share 360 km of extremely porous border, with only four official border points. The majority of migratory movements from Haiti is made from informal crossing points, hence illegal. Lacking legal status and documentation, illegal border crossers frequently fall victim to violence, abuse or exploitation, especially children and women.With Global Affairs Canada's support, the International Organization for Migration is increasing protection mechanisms in border areas to combat human trafficking, especially child and women trafficking and exploitation. Project activities include: (1) training 400 local governmental officers and civil society actors on standardized procedures and protection principles (including prevention and reintegration aspects); (2) establishing a common standardized data management system for the registration of migrants; (3) establishing and operationalizing four border resource centres (BRC) at official crossing points; (4) rehabilitating or refurbishing eight reception centres in Ouanaminthe, Belladere and Fonds-Parisien; (5) providing reintegration assistance at border to 2,000 vulnerable migrants (e.g. emergency shelter and domestic items); (6) providing adequate livelihoods assistance/education grants to 500 vulnerable migrants; and (7) developing a total of 16 awareness/sensitization campaign targeting more than 737,000 Haitians living in bordering communes on the dangers of irregular border crossings and on how to report cases of exploitation and abuse./ Assurer le suivi et l'Tvaluation du projet.Ce projet vise a prTvenir la traite des personnes et protTger les enfants et les femmes vulnTrables, en particulier les migrants. Hanti compte plusieurs migrants et chaque annTe des milliers d'Hantiens cherchent de meilleures opportunitTs socio-Tconomiques en RTpublique dominicaine. Les deux pays partagent 360 km de frontiFre, avec seulement quatre points frontaliers officiels. La majoritT des mouvements migratoires en provenance d'Hanti est fait a partir des points de passage occasionnels, c'est-a-dire illTgaux. En l'absence d'un cadre lTgal, les enfants et les femmes, en particulier, sont souvent victimes de violence, d'abus ou d'exploitation.Avec le soutien d'Affaires mondiales Canada, l'Organisation internationale pour les migrations renforce les mTcanismes d'exploitation et de protection contre la traite des enfants et des femmes dans les zones frontaliFres. Les activitTs du projet comprennent: (1) la formation des agents gouvernementaux locaux et 400 acteurs de la sociTtT civile sur les procTdures normalisTes et les principes de protection (y compris les aspects de prTvention et de rTinsertion); (2) la","not_global_func"
"ENSURING PEOPLE'S HEALTH RIGHTS THROUGH EVIDENCE BASED ADVOCACY, RESEARCH, NETWORKING AND COMMUNITY INITIATIVE. Ensuring People's Health Rights through Evidence based Advocacy, Research, Networking and Community Initiative","Health_Advocacy"
"INDIVIDUALIZED MEDICINE. Entamoeba histolytica-bacterium interaction and the role of this interaction in intestinal pathogenesis - Fight against infectious diseases","Knowledge_Gen_Sharing"
"COLLABORATIVE STUDIES OF T CELL RESPONSES TO ENTEROTOXIGENIC E. COLI AND H. PYLORI INFECTIONS TO SUPPORT VACCINE DEVELOPMENT AND SCIENTIFIC TRAINING R. Enterotoxigenic Escherichia coli (ETEC) and Helicobacter pylori (Hp) are common infections in low- and middle-income countries (LMIC). ETEC gives rise to watery diarrhea, causing 400 000 deaths/year, primarily in young children. LMIC children are also often chronically infected with Hp and in 15-20% of cases, the infection causes symptoms later in life such as peptic ulcers or gastric cancer. Our recent results suggest that CD4+ T helper cells, particularly those that secrete the cytokine IL-17A (Th17), play important roles in promoting protective immune mechanisms in both infections. The overall aim of this project is to advance the knowledge we have recently gained on Th17 responses in different model systems to human ETEC and Hp infection. This includes (I) to characterize T helper cell responses to these infections in humans and (II) to study the functional capacity of novel mucosal vaccine adjuvants to enhance human CD4+ T helper cell responses. This collaborative project, performed at the University of Gothenburg and the International Center for Diarrhoeal Disease Research, Bangladesh, will benefit from the combined expertise of the applicants, including broad knowledge in techniques for analyzing T cell responses and extensive experience of studies of mucosal immunity in LMIC. The project also aims to establish a framework for mutual learning and training of PhD students and younger scientists at both sites, forming a basis for extended future collaboration.","Knowledge_Gen_Sharing"
"SOCIAL-ECOLOGICAL RESEARCH. Environmental change and human migration - A social-ecological vicious circle? - Research in social sciences and the humanities to improve knowledge on economic, ecological and social changes in the developing country","not_global_func"
"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS). Environmental Health risks of POP contaminated soils in the South Caucasus Region - Monitoring and Mitigation sub-project Rhine-Waal University of applied sciences - Research projects to improve natural resources in the developing country which are affected by environmental change and marine pollution","not_global_func"
"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS). Environmental Health Risks of POP contaminated Soils in the South-Caucasus Region - Monitoring and Mitigation - Research projects to improve natural resources in the developing country which are affected by environmental change and marine pollution","not_global_func"
"ENVISION. ENVISION is a five-year project aimed at providing assistance to national neglected tropical disease (NTD) control programs for the control and elimination of seven targeted NTDs: lymphatic filariasis, onchocerciasis, schistosomiasis, three soil-transmitted helminths (roundworm, hookworm, whipworm) and trachoma. ENVISION's goal is to contribute to the global goal of reducing the burden of targeted NTDs so that they are no longer a public health problem.","Knowledge_Gen_Sharing"
