,Year,DonorName,RecipientName,ProjectTitle,PurposeCode,ShortDescription,LongDescription,USD_Disbursement_Defl
1079,2019,EU Institutions,Timor-Leste,Budget Support Component link to DEC39984 PINTL,12240,BUDGET SUPPORT COMPONENT LINK TO DEC39984 PINTL,12240. Budget Support Component link to DEC39984 PINTL. BUDGET SUPPORT COMPONENT LINK TO DEC39984 PINTL. Budget Support Component for the  Partnershi for Improving Nutrition in Timor-Leste  Programme.,2.23889
1080,2019,EU Institutions,Uganda,Epidemic disease surveillance and response and improvements of life-saving health services to newly arrived refugees and vulnerable host community me,72010,EPIDEMIC DISEASE SURVEILLANCE AND RESPONSE AND IMPROVEMENTS OF LIFE-SAVING HEALTH SERVICES TO NEWLY ARRIVED REFUGEES AND VULNERABLE HOST COMMUNITY ME,72010. Epidemic disease surveillance and response and improvements of life-saving health services to newly arrived refugees and vulnerable host community me. EPIDEMIC DISEASE SURVEILLANCE AND RESPONSE AND IMPROVEMENTS OF LIFE-SAVING HEALTH SERVICES TO NEWLY ARRIVED REFUGEES AND VULNERABLE HOST COMMUNITY ME. Epidemic disease surveillance and response and improvements of life-saving health services to newly arrived refugees and vulnerable host community members in Uganda,3.582223
1081,2019,EU Institutions,Sierra Leone,Strengthening surgical and trauma health response in two most affected areas by Ebola in Sierra Leone: Port Loko and Western Area,12191,STRENGTHENING SURGICAL AND TRAUMA HEALTH RESPONSE IN TWO MOST AFFECTED AREAS BY EBOLA IN SIERRA LEONE: PORT LOKO AND WESTERN AREA,12191. Strengthening surgical and trauma health response in two most affected areas by Ebola in Sierra Leone: Port Loko and Western Area. STRENGTHENING SURGICAL AND TRAUMA HEALTH RESPONSE IN TWO MOST AFFECTED AREAS BY EBOLA IN SIERRA LEONE: PORT LOKO AND WESTERN AREA. ,0.167301
1082,2019,EU Institutions,Venezuela,"Comprehensive Protection and Humanitarian Assistance to border population, displaced, returnees and migrants with multiple affectations in Venezuela,",72010,"COMPREHENSIVE PROTECTION AND HUMANITARIAN ASSISTANCE TO BORDER POPULATION, DISPLACED, RETURNEES AND MIGRANTS WITH MULTIPLE AFFECTATIONS IN VENEZUELA,","72010. Comprehensive Protection and Humanitarian Assistance to border population, displaced, returnees and migrants with multiple affectations in Venezuela,. COMPREHENSIVE PROTECTION AND HUMANITARIAN ASSISTANCE TO BORDER POPULATION, DISPLACED, RETURNEES AND MIGRANTS WITH MULTIPLE AFFECTATIONS IN VENEZUELA,. Comprehensive Protection and Humanitarian Assistance to border population, displaced, returnees and migrants with multiple affectations in Venezuela, in Colombia and Ecuador",0.626889
1083,2019,EU Institutions,Egypt,Delegation Agreement - EU Support to Egypt's National Population Strategy,13010,DELEGATION AGREEMENT - EU SUPPORT TO EGYPT'S NATIONAL POPULATION STRATEGY,"13010. Delegation Agreement - EU Support to Egypt's National Population Strategy. DELEGATION AGREEMENT - EU SUPPORT TO EGYPT'S NATIONAL POPULATION STRATEGY. The overall objective of the project is to contribute to lowering Egypt's population growth rates. Specific objective: increased use of voluntary, rights based family planning though improved supply of family planning services and commodities, increased demand for FP, and enhanced population governance.   Outcome 1:Family Planning services including contraceptive commodities scaled-up and more accessible ( supply-side ).  Outcome 2:Youth and population in reproductive age educated on family",3.396698
1084,2019,EU Institutions,"Asia, regional","HUMANITARIAN IMPLEMENTATION PLAN (HIP)- SOUTH, EAST, SOUTH-EAST ASIA AND THE PACIFIC",72040,"HUMANITARIAN IMPLEMENTATION PLAN (HIP)- SOUTH, EAST, SOUTH-EAST ASIA AND THE PACIFIC","72040. HUMANITARIAN IMPLEMENTATION PLAN (HIP)- SOUTH, EAST, SOUTH-EAST ASIA AND THE PACIFIC. HUMANITARIAN IMPLEMENTATION PLAN (HIP)- SOUTH, EAST, SOUTH-EAST ASIA AND THE PACIFIC. HUMANITARIAN IMPLEMENTATION PLAN (HIP)- SOUTH, EAST, SOUTH-EAST ASIA AND THE PACIFIC",0
1085,2019,EU Institutions,Libya,ICRC health and economic security activities in Libya.,72040,ICRC HEALTH AND ECONOMIC SECURITY ACTIVITIES IN LIBYA.,72040. ICRC health and economic security activities in Libya.. ICRC HEALTH AND ECONOMIC SECURITY ACTIVITIES IN LIBYA.. ICRC health and economic security activities in Libya.,0.335833
1086,2019,EU Institutions,"Bilateral, unspecified",Civil protection interventions in third countries,72050,CIVIL PROTECTION INTERVENTIONS IN THIRD COUNTRIES,72050. Civil protection interventions in third countries. CIVIL PROTECTION INTERVENTIONS IN THIRD COUNTRIES. Civil protection interventions in third countries,0
1087,2019,EU Institutions,Somalia,"Multi-sector Integrated Emergency Response in Somalia, 2019",72010,"MULTI-SECTOR INTEGRATED EMERGENCY RESPONSE IN SOMALIA, 2019","72010. Multi-sector Integrated Emergency Response in Somalia, 2019. MULTI-SECTOR INTEGRATED EMERGENCY RESPONSE IN SOMALIA, 2019. Multi-sector Integrated Emergency Response in Somalia, 2019",0.403
1088,2019,EU Institutions,Ukraine,"Ensuring a protective environment for conflict-affected children and adolescents, their teachers and caregivers living near the 'contact line' in Eas",72010,"ENSURING A PROTECTIVE ENVIRONMENT FOR CONFLICT-AFFECTED CHILDREN AND ADOLESCENTS, THEIR TEACHERS AND CAREGIVERS LIVING NEAR THE 'CONTACT LINE' IN EAS","72010. Ensuring a protective environment for conflict-affected children and adolescents, their teachers and caregivers living near the 'contact line' in Eas. ENSURING A PROTECTIVE ENVIRONMENT FOR CONFLICT-AFFECTED CHILDREN AND ADOLESCENTS, THEIR TEACHERS AND CAREGIVERS LIVING NEAR THE 'CONTACT LINE' IN EAS. Ensuring a protective environment for conflict-affected children and adolescents, their teachers and caregivers living near the 'contact line' in Eastern Ukraine (NGCA and GCA- 0-20 km) through improved access to quality education, water, sanitation and h",0.537333
1089,2019,EU Institutions,Yemen,"Lifesaving integrated emergency health and nutrition response in the conflict affected areas of Raymah and Hodeidah Governorates, Yemen",72010,"LIFESAVING INTEGRATED EMERGENCY HEALTH AND NUTRITION RESPONSE IN THE CONFLICT AFFECTED AREAS OF RAYMAH AND HODEIDAH GOVERNORATES, YEMEN","72010. Lifesaving integrated emergency health and nutrition response in the conflict affected areas of Raymah and Hodeidah Governorates, Yemen. LIFESAVING INTEGRATED EMERGENCY HEALTH AND NUTRITION RESPONSE IN THE CONFLICT AFFECTED AREAS OF RAYMAH AND HODEIDAH GOVERNORATES, YEMEN. Lifesaving integrated emergency health and nutrition response in the conflict affected areas of Raymah and Hodeidah Governorates, Yemen",0.447778
1090,2019,EU Institutions,Colombia,Humanitarian assistance and protection for Venezuelans affected by the complex crisis in Venezuela and Colombia,72050,HUMANITARIAN ASSISTANCE AND PROTECTION FOR VENEZUELANS AFFECTED BY THE COMPLEX CRISIS IN VENEZUELA AND COLOMBIA,72050. Humanitarian assistance and protection for Venezuelans affected by the complex crisis in Venezuela and Colombia. HUMANITARIAN ASSISTANCE AND PROTECTION FOR VENEZUELANS AFFECTED BY THE COMPLEX CRISIS IN VENEZUELA AND COLOMBIA. Humanitarian assistance and protection for Venezuelans affected by the complex crisis in Venezuela and Colombia,0.985111
1091,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.081149
1092,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.036774
1093,2019,EU Institutions,Syrian Arab Republic,Life-saving health assistance to the population in NES - Phase II,72010,LIFE-SAVING HEALTH ASSISTANCE TO THE POPULATION IN NES - PHASE II,72010. Life-saving health assistance to the population in NES - Phase II. LIFE-SAVING HEALTH ASSISTANCE TO THE POPULATION IN NES - PHASE II. Life-saving health assistance to the population in NES - Phase II,0.335598
1094,2019,EU Institutions,South Sudan,Emergency WASH Preparedness and Response for vulnerable crisis-affected communities in South Sudan,72010,EMERGENCY WASH PREPAREDNESS AND RESPONSE FOR VULNERABLE CRISIS-AFFECTED COMMUNITIES IN SOUTH SUDAN,72010. Emergency WASH Preparedness and Response for vulnerable crisis-affected communities in South Sudan. EMERGENCY WASH PREPAREDNESS AND RESPONSE FOR VULNERABLE CRISIS-AFFECTED COMMUNITIES IN SOUTH SUDAN. Emergency WASH Preparedness and Response for vulnerable crisis-affected communities in South Sudan,0.312437
1095,2019,EU Institutions,Syrian Arab Republic,Strengthening Emergency and Essential Health Assistance Delivery in Syria,72010,STRENGTHENING EMERGENCY AND ESSENTIAL HEALTH ASSISTANCE DELIVERY IN SYRIA,72010. Strengthening Emergency and Essential Health Assistance Delivery in Syria. STRENGTHENING EMERGENCY AND ESSENTIAL HEALTH ASSISTANCE DELIVERY IN SYRIA. Strengthening Emergency and Essential Health Assistance Delivery in Syria,0.625826
1096,2019,EU Institutions,Somalia,Improving Living Conditions of Populations Affected by Drought and Conflict in Somalia,72010,IMPROVING LIVING CONDITIONS OF POPULATIONS AFFECTED BY DROUGHT AND CONFLICT IN SOMALIA,72010. Improving Living Conditions of Populations Affected by Drought and Conflict in Somalia. IMPROVING LIVING CONDITIONS OF POPULATIONS AFFECTED BY DROUGHT AND CONFLICT IN SOMALIA. Improving Living Conditions of Populations Affected by Drought and Conflict in Somalia,0.626889
1097,2019,EU Institutions,Pakistan,Protection and assistance to Afghan refugees in Pakistan,72050,PROTECTION AND ASSISTANCE TO AFGHAN REFUGEES IN PAKISTAN,72050. Protection and assistance to Afghan refugees in Pakistan. PROTECTION AND ASSISTANCE TO AFGHAN REFUGEES IN PAKISTAN. Protection and assistance to Afghan refugees in Pakistan,0.716445
1098,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.072036
1099,2019,EU Institutions,Central African Republic,ICRC economic security and protection of civilian population activities in Central African Republic (CAR).,72040,ICRC ECONOMIC SECURITY AND PROTECTION OF CIVILIAN POPULATION ACTIVITIES IN CENTRAL AFRICAN REPUBLIC (CAR).,72040. ICRC economic security and protection of civilian population activities in Central African Republic (CAR).. ICRC ECONOMIC SECURITY AND PROTECTION OF CIVILIAN POPULATION ACTIVITIES IN CENTRAL AFRICAN REPUBLIC (CAR).. ICRC economic security and protection of civilian population activities in Central African Republic (CAR).,1.791112
1100,2019,EU Institutions,Uganda,"Using Information, Counseling and Legal Assistance to better inform and coordinate the refugee response and protect the rights of refugees in Uganda",72010,"USING INFORMATION, COUNSELING AND LEGAL ASSISTANCE TO BETTER INFORM AND COORDINATE THE REFUGEE RESPONSE AND PROTECT THE RIGHTS OF REFUGEES IN UGANDA","72010. Using Information, Counseling and Legal Assistance to better inform and coordinate the refugee response and protect the rights of refugees in Uganda. USING INFORMATION, COUNSELING AND LEGAL ASSISTANCE TO BETTER INFORM AND COORDINATE THE REFUGEE RESPONSE AND PROTECT THE RIGHTS OF REFUGEES IN UGANDA. Using Information, Counseling and Legal Assistance to better inform and coordinate the refugee response and protect the rights of refugees in Uganda",0.235083
1101,2019,EU Institutions,South Sudan,"Integrated multi-sector assistance for vulnerable, conflict-affected communities in South Sudan",72010,"INTEGRATED MULTI-SECTOR ASSISTANCE FOR VULNERABLE, CONFLICT-AFFECTED COMMUNITIES IN SOUTH SUDAN","72010. Integrated multi-sector assistance for vulnerable, conflict-affected communities in South Sudan. INTEGRATED MULTI-SECTOR ASSISTANCE FOR VULNERABLE, CONFLICT-AFFECTED COMMUNITIES IN SOUTH SUDAN. Integrated multi-sector assistance for vulnerable, conflict-affected communities in South Sudan",0.895556
1102,2019,EU Institutions,Turkey,"Coordinated and integrated protection assistance for refugees living in Ankara, Bilecik, Eskisehir, Istanbul, Kutahya and Van",72050,"COORDINATED AND INTEGRATED PROTECTION ASSISTANCE FOR REFUGEES LIVING IN ANKARA, BILECIK, ESKISEHIR, ISTANBUL, KUTAHYA AND VAN","72050. Coordinated and integrated protection assistance for refugees living in Ankara, Bilecik, Eskisehir, Istanbul, Kutahya and Van. COORDINATED AND INTEGRATED PROTECTION ASSISTANCE FOR REFUGEES LIVING IN ANKARA, BILECIK, ESKISEHIR, ISTANBUL, KUTAHYA AND VAN. Coordinated and integrated protection assistance for refugees living in Ankara, Bilecik, Eskisehir, Istanbul, Kutahya and Van",1.175417
1103,2019,EU Institutions,"Bilateral, unspecified","ECHO field offices, technical assistance and operational support for humanitarian aid actions",72010,"ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS","72010. ECHO field offices, technical assistance and operational support for humanitarian aid actions. ECHO FIELD OFFICES, TECHNICAL ASSISTANCE AND OPERATIONAL SUPPORT FOR HUMANITARIAN AID ACTIONS. ECHO field offices, technical assistance and operational support for humanitarian aid actions",0.152782
1104,2019,EU Institutions,Myanmar,Enhancing Rural Nutrition in Myanmar: support to the National Agriculture Development Strategy and its contribution to the Multi-Sectoral National Pl,12240,ENHANCING RURAL NUTRITION IN MYANMAR: SUPPORT TO THE NATIONAL AGRICULTURE DEVELOPMENT STRATEGY AND ITS CONTRIBUTION TO THE MULTI-SECTORAL NATIONAL PL,"12240. Enhancing Rural Nutrition in Myanmar: support to the National Agriculture Development Strategy and its contribution to the Multi-Sectoral National Pl. ENHANCING RURAL NUTRITION IN MYANMAR: SUPPORT TO THE NATIONAL AGRICULTURE DEVELOPMENT STRATEGY AND ITS CONTRIBUTION TO THE MULTI-SECTORAL NATIONAL PL. The overall objective is the reduction of all forms of undernutrition in women of reproductive age, infant and under-five children through secured regular access and consumption of safe and diverse food and access to potable water in Myanmar.",0
1105,2019,EU Institutions,Nigeria,"Strengthening the coordination of life-saving activities through sector coordination and pipeline supply to vulnerable populations in Borno, Adamawa",72040,"STRENGTHENING THE COORDINATION OF LIFE-SAVING ACTIVITIES THROUGH SECTOR COORDINATION AND PIPELINE SUPPLY TO VULNERABLE POPULATIONS IN BORNO, ADAMAWA","72040. Strengthening the coordination of life-saving activities through sector coordination and pipeline supply to vulnerable populations in Borno, Adamawa. STRENGTHENING THE COORDINATION OF LIFE-SAVING ACTIVITIES THROUGH SECTOR COORDINATION AND PIPELINE SUPPLY TO VULNERABLE POPULATIONS IN BORNO, ADAMAWA. Strengthening the coordination of life-saving activities through sector coordination and pipeline supply to vulnerable populations in Borno, Adamawa and Yobe States",1.612
1106,2019,EU Institutions,Uganda,Integrated Emergency Health and Surveillance for Resilience and Recovery - Uganda,72010,INTEGRATED EMERGENCY HEALTH AND SURVEILLANCE FOR RESILIENCE AND RECOVERY - UGANDA,72010. Integrated Emergency Health and Surveillance for Resilience and Recovery - Uganda. INTEGRATED EMERGENCY HEALTH AND SURVEILLANCE FOR RESILIENCE AND RECOVERY - UGANDA. Integrated Emergency Health and Surveillance for Resilience and Recovery - Uganda,0.416344
1107,2019,EU Institutions,Jordan,Access to life-saving and life-changing medico-surgical care for vulnerable children and young adults (refugees and host populations) living with car,72010,ACCESS TO LIFE-SAVING AND LIFE-CHANGING MEDICO-SURGICAL CARE FOR VULNERABLE CHILDREN AND YOUNG ADULTS (REFUGEES AND HOST POPULATIONS) LIVING WITH CAR,72010. Access to life-saving and life-changing medico-surgical care for vulnerable children and young adults (refugees and host populations) living with car. ACCESS TO LIFE-SAVING AND LIFE-CHANGING MEDICO-SURGICAL CARE FOR VULNERABLE CHILDREN AND YOUNG ADULTS (REFUGEES AND HOST POPULATIONS) LIVING WITH CAR. Access to life-saving and life-changing medico-surgical care for vulnerable children and young adults (refugees and host populations) living with cardiac and orthopaedic impairments in Jordan,0.403
